"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-40025489,,"Imagine Education Early Learning Centres No. 18 Pty Ltd ATF Imagine Education Early Learning Centres No. 18 Unit Trust","Imagine Education Early Learning Centres No. 18 Pty Ltd ATF Imagine Education Early Learning Centres","PO Box 952",SOUTHPORT,QLD,4215,11/03/2021,
PR-40025516,,"Imagine Education Early Learning Centres No. 13 Pty Ltd ATF Imagine Education Early Learning Centres No. 13 Unit Trust","Imagine Education Early Learning Centres No. 13 Pty Ltd ATF Imagine Education Early Learning Centres","PO Box 952","SOUTHPORT BC",QLD,4215,11/03/2021,
PR-40025519,,"Imagine Education Early Learning Centres No. 21 Pty Ltd ATF Imagine Education Early Learning Centres No. 21 Unit Trust","Imagine Education Early Learning Centres No. 21 Pty Ltd ATF Imagine Education Early Learning Centres","PO BOX 952",SOUTHPORT,QLD,4215,11/03/2021,
PR-40025533,,"EARLY EDUCATION HOLDINGS PTY LTD","The ELO Group","1075 Killymoon Dr","HOPE ISLAND",QLD,4212,20/04/2021,
PR-40025546,,"IMAGINE EDUCATION EARLY LEARNING CENTRES NO.15 PTY LTD","Imagine Education Early Learning Centres No. 15 Pty Ltd","PO Box 952","SOUTHPORT BC",QLD,4215,11/03/2021,
PR-40025549,,"Imagine Education Early Learning Centres No. 22 Pty Ltd ATF Imagine Education Early Learning Centres No. 22 Unit Trust","Imagine Education Early Learning Centres No. 22 Pty Ltd ATF Imagine Education Early Learning Centres","PO BOX 952","SOUTHPORT BC",QLD,4215,11/03/2021,
PR-40025560,,"ERIN LEE Gale",Education,"CLARK CL",KINGAROY,QLD,4610,14/04/2021,
PR-40025565,,"Little School Pty Ltd",,"577 Reserve Road","UPPER COOMERA",QLD,4209,05/05/2021,
PR-40025576,,"Brothers Link Enterprise Pty Ltd","KIDZ ON THE BLOCK FAMILY DAY CARE","33 Ursa St",INALA,QLD,4077,01/06/2021,
PR-40025618,,"James Morris",,"4 Pearra Pl","CHAPEL HILL",QLD,4069,25/08/2021,
PR-40025638,,"MARKET STREET CO PTY LTD","First Steps Early Learning Centres","14 Portree Lane","KIELS MOUNTAIN",QLD,4559,24/03/2021,
PR-40025645,,"Philippa Reid",,"817/8, Bank Street","WEST END",QLD,4101,30/03/2021,
PR-40025647,,"MARZGAC PTY LTD",,"2 Twenty-Fourth Avenue",BRIGHTON,QLD,4017,22/04/2021,
PR-40025652,,"Joysco Pty Ltd as Trustee for Joysco Family Trust","Jungle Zoo Early Learning Centre","18 Henderson St","CANNON VALLEY",QLD,4800,14/06/2021,
PR-40025663,,"PLUTUS EDUCATION PTY LTD as Trustee for Alpha Beta Education Unit Trust",,"PO Box 166",MIAMI,QLD,4220,26/05/2021,
PR-40025664,,"TODDLER TOWN DAY CARE PTY LTD","TODDLER TOWN DAY CARE PTY LTD","3 Callistemon street",HEATHWOOD,QLD,4110,27/07/2021,
PR-40025702,,"Imagine Education Early Learning Centres No. 24 Pty Ltd ATF Imagine Education Early Learning Centres No. 24 Unit Trust","Imagine Education Early Learning Centres No. 24 Pty Ltd ATF Imagine Education Early Learning Centres","PO BOX 952","SOUTHPORT BC",QLD,4215,29/03/2021,
PR-40025741,,"EDGE EARLY LEARNING WATERFORD PTY LTD","Edge Early Learning Waterford West","70 Cordelia Street","SOUTH BRISBANE",QLD,4101,13/05/2021,
PR-40025744,,"EDGE EARLY LEARNING PIMPAMA VILLAGE PTY LTD","Edge Early Learning","70 Cordelia Street","SOUTH BRISBANE",QLD,4101,13/05/2021,
PR-40025746,,"EDGE EARLY LEARNING SILKSTONE PTY LTD","Edge Early Learning","70 Cordelia Street","SOUTH BRISBANE",QLD,4101,13/05/2021,
PR-40025794,,"WOTARU PTY LTD",,"36-38 River St","LOGAN VILLAGE",QLD,4207,20/04/2021,
PR-40025798,,"S.B BRADBURY & D.P HANSFORD","Little Munchkins Wonderland","80-82 Shaun Pde",ELIMBAH,QLD,4516,28/05/2021,
PR-00011116,,"RJD Associates Pty Ltd as trustee for WNC Investment Trust",,"1 ATHELSTANE ST","THE RANGE",QLD,4700,25/07/2025,
PR-00011124,,"IH RANDHAWA PTY LTD","IH RANDHAWA PTY LTD","180B OPAL ST",EMERALD,QLD,4720,27/08/2025,
PR-00011126,,"HMHH PTY LTD","GOLDEN KIDS","1 CARBORA ST",MANSFIELD,QLD,4122,27/08/2025,
PR-00011130,,"SPRING EARLY LEARNING PTY LTD","Spring Early Learning Narangba","PO BOX 125","INDOOROOPILLY CENTRE",QLD,4068,28/07/2025,
PR-00011133,,"Daniele de Oliveira","Educational Solutions","THE PARC, UNIT 86 2 INLAND DR",TUGUN,QLD,4224,20/10/2025,
PR-00011135,,"GREEN LEAVES (TAS3) EARLY LEARNING CENTRES PTY LTD","Green Leaves Early Learning Glebe Hill","UNIT 3 8 MILLER ST",MURARRIE,QLD,4172,25/07/2025,
PR-00011141,,"WGH Ventures Pty Ltd as Trustee for WGH Investment Trust","WGH Ventures Pty Ltd as Trustee for WGH Investment Trust","ZIERIA, 1856 SAWGRASS PL","HOPE ISLAND",QLD,4212,29/08/2025,
PR-00011182,,"EDUCATIO DTN PTY LTD",,"UNIT 14A 2994 LOGAN RD",UNDERWOOD,QLD,4119,28/08/2025,
PR-00011185,,"PRISTINE CARE GROUP PTY LTD",,"UNIT 16B 80 THE ESPLANADE","SURFERS PARADISE",QLD,4217,16/09/2025,
PR-00011186,,"VDK VENTURES PTY LTD",,"24 MAYLED ST","CHERMSIDE WEST",QLD,4032,28/08/2025,
PR-00011198,,"ADMIRR PTY LTD",,"5 IMOOYA PL","TRINITY PARK",QLD,4879,18/08/2025,
PR-00011218,,"Bavent EMP Pty Ltd",,"23 JACARANDA PL","EIGHT MILE PLAINS",QLD,4113,19/08/2025,
PR-00011219,,"Evergreen EMP Pty Ltd",,"23 JACARANDA PL","EIGHT MILE PLAINS",QLD,4113,19/08/2025,
PR-00011220,,"Hamilton EMP Pty Ltd",,"23 JACARANDA PL","EIGHT MILE PLAINS",QLD,4113,19/08/2025,
PR-00011259,,"KOOL BEANZ FOOTSCRAY PTY LTD","Kool Beanz Bulldogs","PO BOX 8315","GOLD COAST MC",QLD,9726,15/09/2025,
PR-00011279,,"HATCHLINGS EARLY LEARNING CENTRE ROCHEDALE APPROVED PROVIDER PTY LTD","Hatchlings Early Learning Centre Rochedale Approved Provider PTY LTD","15 OLYMPIC CCT",SOUTHPORT,QLD,4215,26/08/2025,
PR-00011291,,"KYDZ GROW ACADEMY PTY LTD",,"56 SKYVIEW AV",ROCHEDALE,QLD,4123,13/10/2025,
PR-00011293,,"Cemone Ellen Hedges","Little Waves Early Learning Centre","PO BOX 7391",URANGAN,QLD,4655,27/10/2025,
PR-00011304,,"PICCOLINI'S PLACE PTY LTD",,"PREMIER BUSINESS CENTRE, SHOP 7 45 COMMERCIAL DR","SHAILER PARK",QLD,4128,10/10/2025,
PR-00011328,,"EA ISLE OF CAPRI PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011334,,"EA CORINDA PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011335,,"EA MIDDLE PARK PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011336,,"EA BARDON PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011337,,"EA ELWOOD PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011338,,"EA CHRISTIES BEACH PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011339,,"EA HUNTFIELD HEIGHTS PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011340,,"EA OAK PARK PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011341,,"EA AUCHENFLOWER PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011342,,"EA NORTH HAVEN PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-00011343,,"EA MORPHETT VALE PTY LTD",,"PO BOX 5212","GOLD COAST MC",QLD,9726,25/09/2025,
PR-40017931,,"Imagine Education Early Learning Centres No.7 Pty Ltd ATF Imagine Education Early Learning Centres No. 7 Unit Trust","Imagine Education Early Learning Centres No. 7 Pty Ltd ATF Imagine Education Early Learning Centres","PO Box 952","SOUTHPORT BC",QLD,4215,23/11/2018,
PR-40017947,,"Imagine Education Early Learning Centres No. 10 Pty Ltd ATF Imagine Education Early Learning Centres No. 10 Unit Trust","Imagine Education Early Learning Centres No. 10 Pty Ltd ATF Imagine Education Early Learning Centres","PO BOX 952",SOUTHPORT,QLD,4215,23/11/2018,
PR-40018072,,"MJ & J PTY LTD ATF Tonga Place Trust","Parkwood Christian Children's Centre","2/12 Leda Drive","BURLEIGH HEADS",QLD,4220,03/01/2019,
PR-40018109,,"Adaptive Cognetics Pty Ltd","Little Reflections Early Education","86 Auk Ave","BURLEIGH WATERS",QLD,4220,17/12/2018,
PR-40018138,,"WHITSUNDAY COMMUNITY SERVICES INC","Whitsunday Neighbourhood Centre","PO Box 219",CANNONVALE,QLD,4802,07/01/2019,
PR-40018169,,"Corina Louisa Smith",,"20-24 Doyle Rd","SOUTH MACLEAN",QLD,4280,08/02/2019,
PR-40018181,,"SHAKEN ENTERPRISE PTY LTD",,"PO BOX 126",COOLANGATTA,QLD,4225,11/02/2019,
PR-40018267,,"Edge Early Learning Annerley Pty Ltd","Edge Early Learning Annerley","718 Ipswich Rd",ANNERLEY,QLD,4103,17/01/2019,
PR-40018269,,"Edge Early Learning Elanora Pty Ltd","Edge Early Learning Elanora Pty Ltd","Level 4, 70 Cordelia Street","SOUTH BRISBANE",QLD,4101,17/01/2019,
PR-40018290,,"Anna-Marie Boyle",,"24 Henry Cotton Dr",PARKWOOD,QLD,4214,07/02/2019,
PR-40018298,,"Emma Paul",,"21 Cooradilla St",JINDALEE,QLD,4074,13/02/2019,
PR-40018345,,"Blanic Pty Ltd as Trustee for Blanic Property Trust",Blanic,"22 Waterfall Way",TALLAI,QLD,4213,03/01/2019,
PR-40018356,,"The Future 4 Childcare Pty  Ltd ATF The Future 4 Trust",,"PO Box 551","WEST BURLEIGH",QLD,4219,07/01/2019,
PR-40018359,,"DBS CHILD CARE CENTRES PTY LTD","Tieri Long Day Care","Po Box 46",TIERI,QLD,4709,11/02/2019,
PR-40018369,,"Michelle Vanessa Mulaimovic","Kindergarten on Lakeview","105 Alison Road",CARRARA,QLD,4211,25/02/2019,
PR-40018378,,"East Coast Early Learning Pty Ltd",,"74 Ashmore Rd",BUNDALL,QLD,4217,31/01/2019,
PR-40018401,,"Star Unite Early Learning Pty Ltd as Trustee for The TWY & CJ Family Trust",,"70 Carinya Street",INDOOROOPILLY,QLD,4068,15/01/2019,
PR-40018474,,"High Street ELC Pty Ltd ATF High Street ELC Unit Trust","Watsonia Early Learning","PO Box 612","MERMAID BEACH",QLD,4218,08/02/2019,
PR-40018505,,"8th Edge Pty Ltd ATF 8th Edge Unit Trust",,"PO Box 952","SOUTHPORT BC",QLD,4215,01/02/2019,
PR-40018601,,"Amazing Care Family Day Care Pty Ltd","Amazing Care Family Day Care","117 Winifred St",KURABY,QLD,4112,02/05/2019,
PR-40018682,,"Individual Empowerment Network Pty Ltd","Itec Littlees","47 Sheridan St","CAIRNS CITY",QLD,4870,11/04/2019,
PR-40018711,,"DIANE FARMER",,"16 Apple Cres","CALOUNDRA WEST",QLD,4551,20/02/2019,
PR-40018811,,"Vesta Maudsland Pty Ltd","Sanctuary Early Learning Adventure","PO Box 779","SANCTUARY COVE",QLD,4212,07/03/2019,
PR-40002612,,"Thomas Murphy","Thomas J. Murphy","11 Murphy Ct",WAMURAN,QLD,4512,29/10/2014,
PR-40002623,,"Machans Beach Primary P&C Association",,"PO Box 87","MACHANS BEACH",QLD,4878,16/06/2015,
PR-40002638,,"Sparrow Group Vic Pty Ltd",,"2, 44 Borthwick Ave",MURARRIE,QLD,4172,12/12/2014,
PR-40002649,,"Catherine Jane Thompson","Little Monsters Boutique Childcare","18 Monoplane St",ASHGROVE,QLD,4060,13/11/2014,
PR-40002655,,"GW GLADESVILLE PTY LTD","Greenwood Gladesville","PO Box 515","VARSITY LAKES",QLD,4227,27/11/2014,
PR-40002658,,"Shasu Investments Pty Ltd as Trustee for Shasu Investments Trust",,"PO Box 6",UNDERWOOD,QLD,4119,09/01/2015,
PR-40002674,,"Victorian Childcare Providers Pty Ltd as Trustee for Victorian Childcare Providers Unit Trust",,"PO Box 952",SOUTHPORT,QLD,4215,12/12/2014,
PR-40002675,,"Oxanda Child Care Pty Ltd as Trustee for Oxanda Education Services Trust",,"PO Box 197","BIGGERA WATERS",QLD,4216,02/06/2015,
PR-40002685,,"Madden Early Learning Pty Ltd as Trustee for The Madden Family Trust",,"91 Sugar Rd",MAROOCHYDORE,QLD,4558,27/11/2014,
PR-40002701,,"Amaze Education Group Pty Ltd as Trustee for AEG Trust",,"PO Box 650",MUDGEERABA,QLD,4213,19/01/2015,
PR-40002732,,"Reeba Pty Ltd as Trustee for The Jason Appleton Family Trust",,"PO Box 137",MOOROOKA,QLD,4105,02/12/2014,
PR-40002733,,"Riverlea Enterprises Pty Ltd as Trustee for The Riverlea Trust",,"PO Box 2205",RUNCORN,QLD,4113,23/01/2015,
PR-40002758,,"Jacobs Ridge Childcare Centre Pty Ltd","Bright Horizons Australia Childcare Jacobs Ridge","PO Box 32","CANNON HILL",QLD,4170,22/04/2016,
PR-40002767,,"Goodna Headstart Inc",,"20 STUART ST",GOODNA,QLD,4300,10/02/2015,
PR-40002776,,"CCCT PTY LTD","CCCT pty ltd","PO Box 308","PARADISE POINT",QLD,4216,05/03/2015,
PR-40002864,,"At Home Family Day Care Scheme Pty Ltd",,"PO Box 8119","WYNNUM NORTH",QLD,4178,04/02/2015,
PR-40002881,,"GW KATOOMBA PTY LTD","Greenwood Katoomba","PO Box 515","VARSITY LAKES",QLD,4227,03/02/2015,
PR-40002887,,"GW Frenchs Forest Pty Ltd","Greenwood Frenchs Forest","PO Box 515","VARSITY LAKES",QLD,4227,11/02/2015,
PR-40002896,,"Dabora Alakiir Kuir",,"34 Seppelt St","WILSONTON HEIGHTS",QLD,4350,09/09/2015,
PR-40002901,,"Pormpur Paanthu Aboriginal Corporation","Pormpur Paanthu Aboriginal Corporation","22 - 23 Yalu St",PORMPURAAW,QLD,4892,13/07/2015,
PR-40002909,,"Natural Wonders Early Learning Pty Ltd","Natural Wonders","PO Box 1155","PARADISE POINT",QLD,4216,05/03/2015,
PR-40002912,,"Belinda Sparkes","Cooran's Kids Care","PO Box 88",COORAN,QLD,4569,23/01/2015,
PR-40002928,,"Sparrow Group Qld Pty Ltd",,"2, 44 Borthwick Ave",MURARRIE,QLD,4172,18/12/2014,
PR-40002929,,"Sparrow Nest Early Learning No 1 Pty Ltd",,"44 Borthwick Ave",MURARRIE,QLD,4172,04/02/2015,
PR-40002930,,"Sparrow Group 4 Pty Ltd",,"2, 44 Borthwick Ave",MURARRIE,QLD,4172,04/02/2015,
PR-40002978,,"Peter Gatbel Magock","Nation Eyes Family Day Care Services","4/65 Alite St",GOODNA,QLD,4300,18/06/2015,
PR-40003008,,"Green Leaves (QLD2) Early Learning Centres Pty Ltd",,"U 3  8 Miller St",MURARRIE,QLD,4172,04/02/2015,
PR-40003009,,"Green Leaves (SA2) Early Learning Centres Pty Ltd",,"U 3  8 Miller St",MURARRIE,QLD,4172,04/02/2015,
PR-40003014,,"Barraud Childcare Pty Ltd",,"15 Jacaranda Dr",BONGAREE,QLD,4507,19/02/2015,
PR-40003042,,"Stepping Stones Education and Care Pty Ltd",,"Suite 2, Level 1, Tower A, Spring Lake Metro, 1 Springfield Lakes Boulevard","SPRINGFIELD LAKES",QLD,4300,09/01/2015,
PR-40003060,,"Ruby & Ollie's All Abilities Childcare Pty Ltd",,"46 Newhaven St","ALEXANDRA HILLS",QLD,4161,05/03/2015,
PR-40003064,,"Nexgen Education Pty Limited as Trustee for Nexgen Education Unit Trust","Nexgen Education PTY Limited","PO Box 243",GEEBUNG,QLD,4034,19/02/2015,
PR-00005658,,"Sydney Cove Children's Centre B Pty Ltd","Sydney Cove Children's Centre B Pty Ltd","P O Box 515","VARSITY LAKES",QLD,4227,01/09/2009,
PR-00005659,,"Sydney Cove Children's Centre C Pty Ltd","Sydney Cove Children's Centre C Pty Ltd","P O Box 515","VARSITY LAKES",QLD,4227,20/09/2010,
PR-00005660,,"Sydney Cove Children's Centre Pty Ltd","Sydney Cove Children's Centre Pty Ltd","P O Box 515","VARSITY LAKES",QLD,4227,01/09/2009,
PR-40006481,,"Freweyni Debretsion Kiflemariam",,"14 Mansfield St",STRATHPINE,QLD,4500,03/02/2016,
PR-40006525,,"Luke Alan Harvey","Ace Tennis Group Coaching","14 Pristine Pl","DUNDOWRAN BEACH",QLD,4655,01/02/2016,
PR-40006561,,"Exodust Pty Ltd as Trustee for Wellcare Unit Trust","Wellcare Family Daycare","22 Lakes Entrance",MEADOWBROOK,QLD,4131,17/06/2016,
PR-40006601,,"Nova Star Childcare Pty Ltd",,"200 Chapel Hill Rd","CHAPEL HILL",QLD,4069,03/02/2016,
PR-40006626,,"Hashi Family Day Care Pty Ltd","Early Ages Family Day Care","29 HESELTINE PL",PALLARA,QLD,4110,07/03/2016,
PR-40006734,,"Taradale Holdings Pty Ltd","Montessori Pathways","120 Santa Monica Dr","AUGUSTINE HEIGHTS",QLD,4300,23/05/2016,
PR-40006756,,"Kalameli Tiai","Observe Learn & Apply FDC","19 Juniper St",HEATHWOOD,QLD,4110,09/03/2016,
PR-40006815,,"Little Beginners Family Day Care Pty Ltd",,"14 Brush Box Place",HEATHWOOD,QLD,4110,07/03/2016,
PR-40006843,,"Mt Gravatt Youth & Recreation Club Inc.","Mt Gravatt Youth & Recreation Club Sports Complex","3 Weedon Street",MANSFIELD,QLD,4122,04/07/2016,
PR-40006846,,"Carers Link Pty Ltd","Carers Link","PO Box 620",WYNNUM,QLD,4178,20/12/2016,
PR-40006989,,"The Brook Early Education and Care Pty Ltd","The Brook Early Education and Care","19 Suez Street","GORDON PARK",QLD,4031,18/05/2016,
PR-40007040,,"Neema Nyandwi","Kids Friend Family Day Care","17-21 Lamberth Rd","REGENTS PARK",QLD,4118,09/03/2016,
PR-40007069,,"Fruitful Family Day Care Pty Ltd","FRUITFUL FAMILY DAY CARE PTY. LTD.","14 Mansfield St",STRATHPINE,QLD,4500,20/05/2016,
PR-40007203,,"Star J & L Pty Ltd",,"19 Aster Pl",CALAMVALE,QLD,4116,22/07/2016,
PR-40007219,,"Algpo Pty Ltd as Trustee for Astin Family Trust",,"PO Box 2380",RUNCORN,QLD,4113,18/05/2016,
PR-40007249,,"Felcon Enterprises Pty Ltd",,"38 Sugarwood St",BELLBOWRIE,QLD,4070,18/05/2016,
PR-40007259,,"Coolum Beach Christian College Ltd",,"PO Box 480","COOLUM BEACH",QLD,4573,06/06/2016,
PR-40007260,,"Tommies Childcare Centre Pty Ltd",,"250 Ipswich road",BURANDA,QLD,4102,24/06/2016,
PR-40007280,,"Memora Projects Pty Ltd","Creative Corner Family Day Care","PO Box 1908","SUNNYBANK HILLS",QLD,4109,08/07/2016,
PR-40007305,,"Children In Learning Family Day Care Pty Ltd","CHILDREN IN LEARNING FAMILY DAY CARE","Salisbury Industrial Village, U 24  284 Musgrave Rd","COOPERS PLAINS",QLD,4108,13/06/2016,
PR-40007485,,"Rachel's Place Pty Ltd","Rachel's Place","12 Redfern St",WOOLLOONGABBA,QLD,4102,27/06/2016,
PR-00010083,,"Jeremy  Nada",,"UNIT 2 237-239 RIVERSIDE BVD",DOUGLAS,QLD,4814,11/12/2024,
PR-00010102,,"Shukr Investments Pty Ltd ATF Shukr Trust","Shukr Investments Pty Ltd As Trustee for Shukr Trust","PO BOX 1130","SUNNYBANK HILLS",QLD,4109,07/11/2024,
PR-00010105,,"LEGACY FAMILY DAY CARE PTY LTD","Legacy Family Day Care","14 ALEXANDER CT","CHAMBERS FLAT",QLD,4133,11/12/2024,
PR-00010142,,"Denise Mary Rath","Forbees Early Learning","4 TEATREE CL","SAMFORD VALLEY",QLD,4520,03/12/2024,
PR-00010165,,"CHILDREN FIRST EARLY LEARNING CENTRES NO. 2 PTY LTD","Children First Early Learning Centres No. 2 Pty Ltd","PO BOX 952","SOUTHPORT BC",QLD,4215,09/12/2024,
PR-00010180,,"HARMONY EIGHT MILE PLAINS PTY LTD","Harmony Early Education Eight Mile Plains","PO BOX 977","PARADISE POINT",QLD,4216,18/11/2024,
PR-00010194,,"AUSTON ENTERPRISES PTY LTD",,"2 SILKWOOD CL",YAMANTO,QLD,4305,11/12/2024,
