"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-00006174,,"Kidz Club Child Care Centre Pty Ltd","Kidz Club Child Care Centre Pty Ltd","2 Glenere Drive",MODBURY,SA,5092,01/01/2012,
PR-00006176,,"Kilkenny Primary School Council Inc","Kilkenny Primary School Council Inc","1 Jane Street","WEST CROYDON",SA,5008,01/01/2012,
PR-00006177,,"Kirinari Community School Inc","Kirinari Community School Inc","18 Trimmer Terrace",UNLEY,SA,5061,01/01/2012,
PR-00006178,,"Klemzig Primary School Council Inc","Klemzig Primary School Council Inc","2 Hay Street",KLEMZIG,SA,5087,01/01/2012,
PR-00006181,,"Lady Gowrie Child Centre Inc","Lady Gowrie Child Centre Inc","39a Dew St",THEBARTON,SA,5031,01/01/2012,
PR-00006182,,"The Trustee for LJ Trevorrow and TK Biddle Family Trust","The Trustee for LJ Trevorrow and TK Biddle Family Trust","PO Box 125",MENINGIE,SA,5264,01/01/2012,
PR-00006183,,"Barbara Langford","Langford, Barbara","PO Box 4036","TRANMERE NORTH",SA,5073,01/01/2012,
PR-00006184,,"Largs Bay Primary School Council Inc","Largs Bay Primary School Council Inc","LARGS BAY PRIMARY SCHOOL, 215-219 FLETCHER RD","LARGS BAY",SA,5016,01/01/2012,
PR-00006187,,"Le Fevre Community Childrens Centre Inc","Le Fevre Community Childrens Centre Inc","Le Fevre Child Care Centre, 5 Voules St",TAPEROO,SA,5017,01/01/2012,
PR-00006188,,"Enventive Incorporated","Enventive Incorporated","PO Box 443",BURNSIDE,SA,5066,01/01/2012,
PR-00006189,,"Linden Park Primary School Council Inc","Linden Park Primary School Council Inc","18 Hay Rd","LINDEN PARK",SA,5065,01/01/2012,
PR-00006190,,"LITTLE SHINING STARS CHILD CARE CENTRE PTY LTD","Little Shining Stars Childcare Centre Pty Ltd","21 KATOOMBA RD",BEAUMONT,SA,5066,01/01/2012,
PR-00006191,,"Littlehampton Primary School Council Inc","Littlehampton Primary School Council Inc","16-30 Baker Street",LITLEHAMPTON,SA,5250,01/01/2012,
PR-00006192,,"Lobethal Primary School Council Inc","Lobethal Primary School Council Inc","1 School Road",LOBETHAL,SA,5241,01/01/2012,
PR-00006193,,"Lockleys North Primary School Council Inc","Lockleys North Primary School Council Inc","55 Malurus Avenue",LOCKLEYS,SA,5032,01/01/2012,
PR-00006194,,"Loreto Marryatville Limited","Loreto Marryatville Limited","316 Portrush Rd",MARRYATVILLE,SA,5068,01/01/2012,
PR-00006195,,"Lower Eyre Peninsula Community Childcare Services","Lower Eyre Peninsula Community Childcare Services","PO Box 1213","PORT LINCOLN",SA,5606,01/01/2012,
PR-00006196,,"Loxton District Children's Centre Inc","Loxton District Children's Centre Inc","11 Tobruk Terrace",LOXTON,SA,5333,01/01/2012,
PR-00006198,,"Loxton Lutheran School Board","Loxton Lutheran School","6 Luther Road",LOXTON,SA,5333,01/01/2012,
PR-00006199,,"Lurra Community Children's Centre Inc","Lurra Community Children's Centre Inc","85 Capulet Crescent",MODBURY,SA,5092,01/01/2012,
PR-00006201,,"Lyndoch Primary School Council Inc","Lyndoch Primary School Council Inc","PO Box 562",LYNDOCH,SA,5351,01/01/2012,
PR-00006202,,"MacKinnon Parade Children's Centre Inc","MacKinnon Parade Children's Centre Inc","148 MACKINNON PDE","NORTH ADELAIDE",SA,5006,01/01/2012,
PR-00006203,,"Madison Park School Council Inc","Madison Park School Council Inc","Madison Primary School, 19 Lincoln Ave","SALISBURY EAST",SA,5109,01/01/2012,
PR-00006204,,"Magill Campus and Community Children's Centre","Magill Campus and Community Children's Centre","14-16 Bundey Street",MAGILL,SA,5072,01/01/2012,
PR-00006205,,"Magill Primary School Council Inc","Magill Primary School Council Inc","Adelaide Street",MAGILL,SA,5072,01/01/2012,
PR-00006207,,"Management Gurus Pty Ltd","Management Gurus Pty Ltd","14 Botanical Drive",UNDERWOOD,QLD,4119,01/01/2012,
PR-00006208,,"Manresa Society Inc","Manresa Society Inc","62 Queen Street",NORWOOD,SA,5067,01/01/2012,
PR-00006209,,"Mark Oliphant College (B-12) School Council Inc","Mark Oliphant College (B-12) School Council Inc","PO Box 196","SMITHFIELD PLAINS",SA,5114,01/01/2012,
PR-00006210,,"Marryatville Primary School Council Inc","Marryatville Primary School Council Inc","2 Dankel Avenue",KENSINGTON,SA,5068,01/01/2012,
PR-00006211,,"Mawson Lakes School Governing Council Inc","Mawson Lakes School Governing Council Inc","PO Box 6",POORAKA,SA,5095,01/01/2012,
PR-00006212,,"McKay Children's Centre Inc","McKay Children's Centre Inc","7 Scott Street",PENOLA,SA,5277,01/01/2012,
PR-00006213,,"Meadows Primary School Council Inc","Meadows Primary School Council Inc","Mawson Road",MEADOWS,SA,5201,01/01/2012,
PR-00006215,,"Midway Road Community House Inc","Midway Road Community House Inc","48 Midway Rd","ELIZABETH EAST",SA,5112,01/01/2012,
PR-00006218,,"Mitcham Primary School Council Inc","Mitcham Primary School Council Inc","Mitcham Primary School, 22A Hillview Rd",KINGSWOOD,SA,5062,01/01/2012,
PR-00006220,,"Modbury Community Children's Centre Inc","Modbury Community Children's Centre Inc","118a Smart Road",MODBURY,SA,5092,01/01/2012,
PR-00006221,,"Modbury CPC-7 School Council Inc CPC-7 After Hours School Care & Vac Care","Modbury CPC-7 School Council Inc Cpc 7 After Hours School Care & Vac Care","2-24 Golden Grove Road",MODBURY,SA,5092,01/01/2012,
PR-00006222,,"Modbury South Primary School Council Inc","Modbury South Primary School Council Inc","PO Box 42","HOPE VALLEY",SA,5090,01/01/2012,
PR-00006223,,"Modbury Special School Council Inc.","Modbury Special School Council Inc.","PO BOX 52","HOPE VALLEY",SA,5090,01/01/2012,
PR-00006224,,"Modbury West School Council Inc","Modbury West School Council Inc","450-474 Wright Rd",MODBURY,SA,5092,01/01/2012,
PR-00006226,,"Moonta Area School Governing Council","Moonta Area School Governing Council","PO Box 113",MOONTA,SA,5558,01/01/2012,
PR-00006227,,"Morphett Vale East Primary School Council Inc","Morphett Vale East Primary School Council Inc","1 Monarch Street","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006228,,"Mount Barker Community Child Care Centre Inc","Mount Barker Community Child Care Centre Inc","Bartram Street","MOUNT BARKER",SA,5251,05/12/2012,
PR-00006229,,"Mount Barker Primary School Council Inc","Mount Barker Primary School Council Inc","2A Dumas St","MOUNT BARKER",SA,5251,01/01/2012,
PR-00006230,,"Mount Barker South Primary School Council Inc","Mount Barker South Primary School Council Inc","Princes Road","MOUNT BARKER",SA,5251,01/01/2012,
PR-00006231,,"Mount Compass Area School Council Inc","Mount Compass Area School Council Inc","PO BOX 54","MOUNT COMPASS",SA,5210,01/01/2012,
PR-00006232,,"Mount Gambier Child Care Centre Inc","Mount Gambier Child Care Centre Inc","3 DERRINGTON ST","MOUNT GAMBIER",SA,5290,01/01/2012,
PR-00006233,,"Mount Gambier Out of School Hours Care Service Inc","Mount Gambier Out of School Hours Care Service Inc","C/- Reidy Park Primary School, O'Halloran Terrace","MOUNT GAMBIER",SA,5290,01/01/2012,
PR-00006234,,"Mount Pleasant Primary School Council Inc","Mount Pleasant Primary School Council Inc","22 Hospital Road","MOUNT PLEASANT",SA,5235,01/01/2012,
PR-00006235,,"Mundow Holdings Pty Ltd","Little Seeds Early Learning Village","PO Box 368",NAIRNE,SA,5252,01/01/2012,
PR-00006236,,"Munno Para Primary School Governing Council Inc","Munno Para Primary School Governing Council Inc","Maltarra Rd","MUNNO PARA",SA,5115,01/01/2012,
PR-00006237,,"Murray Bridge Community Children's Centre Inc","Murray Bridge Community Children's Centre Inc","PO Box 586","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-00006238,,"Murray Bridge North Primary School Council Inc","Murray Bridge North Primary School Council Inc","1 North Terrace","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-00006239,,"Murray Bridge South Primary School Council Inc","Murray Bridge South Primary School Council Inc","54 Joyce Street","MURRAY BRIDGE",SA,5253,01/01/2012,
PR-00006240,,"Nailsworth Primary School Council Inc","Nailsworth Primary School Council Inc","2 Balfour St",NAILSWORTH,SA,5083,01/01/2012,
PR-00006241,,"Nairne Primary School Council Inc","Nairne Primary School Council Inc","PO Box 105",NAIRNE,SA,5252,01/01/2012,
PR-00006242,,"Naracoorte Child Day Care Centre Inc","Naracoorte Child Day Care Centre Inc","39 Park Terrace",NARACOORTE,SA,5271,01/01/2012,
PR-00006243,,"Naracoorte Primary School Governing Council Inc","Naracoorte Primary School Governing Council Inc","C/- Naracoorte Primary School, PO BOX 534",NARACOORTE,SA,5271,01/01/2012,
PR-00006245,,"Nazareth Catholic Community","Nazareth Catholic Community","PO Box 28",FINDON,SA,5023,01/01/2012,
PR-00006247,,"Lucky Stars ELC Pty Ltd","Lucky Stars ELC Pty Ltd","PO Box 2124","ELIZABETH PARK",SA,5113,01/01/2012,
PR-00006248,,"Nicolson Avenue Primary School Council Inc","Nicolson Avenue Primary School Council Inc","Nicolson Avenue Primary School, 91 Nicolson Ave","WHYALLA NORRIE",SA,5608,01/01/2012,
PR-00006249,,"Noarlunga Community Children's Centres Inc","Noarlunga Community Children's Centres Inc","PO Box 611","NOARLUNGA CENTRE",SA,5168,01/01/2012,
PR-00006252,,"North Adelaide Primary School Council Inc","North Adelaide Primary School Council Inc","North AdelaidePrimary School, 62-80 Tynte St","NORTH ADELAIDE",SA,5006,01/01/2012,
PR-00006253,,"North East Community Children's Centre Inc","North East Community Children's Centre","489B North East Road",HILLCREST,SA,5086,01/01/2012,
PR-00006254,,"North Haven Primary School Council Inc","North Haven Primary School Council Inc","North Haven Primary School, 15 Tapping Cres","NORTH HAVEN",SA,5018,01/01/2012,
PR-00006255,,"Northern Area Community and Youth Services Inc","Northern Area Community and Youth Services Inc","PO Box 1518","DAVOREN PARK",SA,5113,01/01/2012,
PR-00006256,,"Northfield Primary School Council Inc","Northfield Primary School Council Inc","North Ave",NORTHFIELD,SA,5085,01/01/2012,
PR-00006257,,"Northgate Children's Services Pty Ltd","Northgate Children's Services Pty Ltd","5 McKinley Court","MAWSON LAKES",SA,5095,01/01/2012,
PR-00006258,,"Norton Summit Primary School Council","Norton Summit Primary School Council Inc.","15 Crescent Drive","NORTON SUMMIT",SA,5136,01/01/2012,
PR-00006259,,"Norwood Out Of School Hours Care Inc","Norwood Out Of School Hours Care Inc","37 Osmond Terrace",NORWOOD,SA,5067,01/01/2012,
PR-00006263,,"Oasis Community Children's Centre Inc","Oasis Community Children's Centre Inc","27 Ann Street",SALISBURY,SA,5108,01/01/2012,
PR-00006264,,"OBMC Pty Ltd","OBMC Pty Ltd","285 Milne Road","MODBURY NORTH",SA,5092,01/01/2012,
PR-00006265,,"Ocean View College Children's Centre (Child Care) Inc","Ocean View College Children's Centre (Child Care) Inc","23 Gedville Road",TAPEROO,SA,5017,01/01/2012,
PR-00006266,,"Ocean View P-12 College Council Inc","Ocean View P-12 College Council Inc","23 Gedville Rd",TAPEROO,SA,5017,01/01/2012,
PR-00006267,,"O'Sullivan Beach Governing Council","O'Sullivan Beach Governing Council","51 Galloway Rd","O'SULLIVAN BEACH",SA,5166,01/01/2012,
PR-00006273,,"Our Saviour Lutheran School","Our Saviour Lutheran School","28 Taylors Rd West","ABERFOYLE PARK",SA,5159,01/01/2012,
PR-00006274,,"Para Vista PS Council","Para Vista PS Council","351 Montague Rd","PARA VISTA",SA,5093,01/01/2012,
PR-00006275,,"Para West Adult Campus Governing Council Inc","Para West Adult Campus Governing Council Inc","PO Box 700","DAVOREN PARK SOUTH",SA,5113,01/01/2012,
PR-00006276,,"Paradise Child Care Centre Inc","Paradise Child Care Centre Inc","67 Darley Road",PARADISE,SA,5075,01/01/2012,
PR-00006277,,"Assembly of God Paradise Inc","Paradise Community Church","57 Darley Rd",PARADISE,SA,5075,01/01/2012,
PR-00006280,,"Parafield Gardens Primary School OSHC / Vacation Care","Parafield Gardens Primary School OSHC / Vacation Care","23 Shepherdson Road","PARAFIELD GARDENS",SA,5107,01/01/2012,
PR-00006283,,"Pimpala Primary School Council Inc","Pimpala Primary School Council Inc","Pimpala Primary School, 24 Vanstone Ave","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006284,,"Plympton Primary School","Plympton Primary School","Plympton Primary School, 19 Owen St",PLYMPTON,SA,5038,01/01/2012,
PR-00006286,,"Port Augusta West Primary School Council Inc","Port Augusta West Primary School Council Inc","46 Mildred Street","PORT AUGUSTA",SA,5700,01/01/2012,
PR-00006288,,"Port Noarlunga Primary School And Aquatics Centre","Port Noarlunga Primary School And Aquatics Centre","Port Noarlunga Primary School, 10 James Ave","PORT NOARLUNGA",SA,5167,01/01/2012,
PR-00006289,,"Port Pirie Child Care Centre Inc","Port Pirie Child Care Centre Inc","First Street","PORT PIRIE",SA,5540,01/01/2012,
PR-00006291,,"Precious Cargo Aldinga Pty Ltd","Precious Cargo Aldinga Pty Ltd","10 Louis Street",STEPNEY,SA,5069,01/01/2012,
PR-00006292,,"Precious Cargo Montessori Child Care & Early Learning Centre Pty Ltd","Precious Cargo Montessori Child Care & Early Learning Centre Pty Ltd","PO Box 1691","MT BARKER",SA,5251,01/01/2012,
PR-00006294,,"Precious Cargo Woodcroft Pty Ltd","Precious Cargo Woodcroft Pty Ltd","PO Box 1691","MOUNT BARKER",SA,5251,01/01/2012,
PR-00006295,,"Prescott ELC Pty Ltd","Prescott ELC Pty Ltd","208 Wattle Street",MALVERN,SA,5061,01/01/2012,
PR-00006296,,"Prescott Primary School","Prescott Primary School","140 Pimpala Rd","MORPHETT VALE",SA,5162,01/01/2012,
PR-00006297,,"PRINCE ALFRED COLLEGE","Prince Alfred College","PO Box 571","KENT TOWN",SA,5071,01/01/2012,
PR-00006298,,"Prospect Community Early Education and Care","Prospect Community Early Education and Care","32 Olive St",PROSPECT,SA,5082,01/01/2012,
PR-00006300,,"Pulteney Grammar School Inc","Pulteney Grammar School Inc","190 South Tce",ADELAIDE,SA,5000,01/01/2012,
PR-00006302,,"Quorn Area School Governing Council","Quorn Area School Governing Council","PO Box 21",QUORN,SA,5433,01/01/2012,
PR-00006303,,"Ramme Pty Ltd","Ramme Pty Ltd","41 Kauri Parade",SEACLIFF,SA,5049,01/01/2012,
PR-00006305,,"Redwood Park Primary School Council","Redwood Park Primary School Council","PO BOX 909","ST AGNES",SA,5097,01/01/2012,
PR-00006306,,"Renmark Children's Centre Inc","Renmark Children's Centre Inc","204 Eighteenth Street",RENMARK,SA,5341,01/01/2012,
PR-00006307,,"Renmark Primary School Council Inc","Renmark Primary School Council Inc","Renmark Primary School , 58 Murtho St",RENMARK,SA,5341,01/01/2012,
PR-00006308,,"Reynella Community Children's Centre Inc.","Reynella Community Children's Centre Inc.","65 Concord Drive",REYNELLA,SA,5161,01/01/2012,
PR-00006309,,"Reynella Primary School Council Inc","Reynella Primary School Council Inc","55-63  Concord Drive","OLD REYNELLA",SA,5161,01/01/2012,
PR-40032490,,"Imbrium Pty Ltd",,"14 Henry Kater Ave",BUNGARRIBEE,NSW,2767,06/06/2023,
PR-40032532,,"LILTON PTY LTD",,"27 Cliff Ave","PEAKHURST HEIGHTS",NSW,2210,10/07/2023,
PR-40032536,,"Estelle Reda Agius",,"14 Granya St",TARNEIT,VIC,3029,17/07/2023,
PR-40032545,,"LITTLE CREEK EL PTY LTD",,"1311 Goomburra Road",GOOMBURRA,QLD,4362,03/04/2023,
PR-40032548,,"FAMILY CLUB PTY LTD","Family Club","179 Beattie St",BALMAIN,NSW,2041,08/08/2023,
PR-40032552,,"GREEN LEAVES (WA8) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032571,,"SILVERWARE PTY LTD","Silverware PTY LTD","U 1  403 Coode St",DIANELLA,WA,6059,22/06/2023,
PR-40032576,,"Mez Day Care Pty Ltd","Mez Day Care","213 Henty Dr","REDBANK PLAINS",QLD,4301,15/05/2023,
PR-40032611,,"LITTLE LAMBS EARLY LEARNING ACADEMY PTY LTD","Lizzards Preschool, before and after school and vacation care","193 The Grand Pde",MONTEREY,NSW,2217,04/05/2023,
PR-40032614,,"LSMC CORPORATION PTY LTD",,"28-30 Jamieson Cl","HORSLEY PARK",NSW,2175,21/07/2023,
PR-40032625,,"JLF ENTERPRISES PTY LTD",,"PO Box 291",RAMSGATE,NSW,2217,11/10/2023,
PR-40032628,,"WOODLANDS SUNSHINE WEST PTY LTD","Woodlands Sunshine","475 Fitzgerald Road","SUNSHINE WEST",VIC,3020,05/06/2023,
PR-40032629,,"TREEHOUSE EARLY LEARNING MARSDEN PTY LTD",,"16 Hickory St",MARSDEN,QLD,4132,05/04/2023,
PR-40032631,,"GREEN LEAVES (QLD26) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032637,,"HAPPY DAYS EARLY LEARNING PTY LTD","Happy Days Early Learning","3 Barrett St",CHELTENHAM,VIC,3192,21/07/2023,
PR-40032649,,"Little Champions Early Learning Pty Ltd","Little Champions Early Learning Pty Ltd","112 Drummond St",OAKLEIGH,VIC,3166,24/10/2023,
PR-40032661,,"Green Leaves (QLD27) Early Learning Centres Pty Ltd",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032662,,"GREEN LEAVES (QLD28) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032663,,"GREEN LEAVES (QLD29) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032664,,"GREEN LEAVES (VIC11) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032665,,"GREEN LEAVES (VIC12) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032667,,"GREEN LEAVES (WA9) EARLY LEARNING CENTRES PTY LTD",,"UNIT 3, 8 MILLER STREET",MURRARRIE,QLD,4172,13/04/2023,
PR-40032669,,"Powerchiro Pty Ltd as Trustee for The Springvale Trust",,"1 Athelstane St","THE RANGE",QLD,4700,08/06/2023,
PR-40032671,,"GREEN LEAVES (WA10) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032672,,"GREEN LEAVES (WA11) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032673,,"GREEN LEAVES (TAS2) EARLY LEARNING CENTRES PTY LTD",,"U 3  8 Miller St",MURARRIE,QLD,4172,13/04/2023,
PR-40032682,,"Lara Ghazi","Childs Way","PO Box 66",MERRYLANDS,NSW,2160,01/08/2023,
PR-40032685,,"Kids Retreat Pty Ltd as trustee for SG & LG FAMILY TRUST","Kids Retreat Early Learning Centre","51a Samuel St",PEAKHURST,NSW,2210,15/09/2023,
PR-40032687,,"Grow 2 Shine Pty Ltd","Grow 2 Shine","U 322  192 Caroline Chisholm Dr","WINSTON HILLS",NSW,2153,16/08/2023,
PR-40032688,,"Amelia Honan",,"2 Cairn Ct",FRANKSTON,VIC,3199,19/06/2023," Prior to applying for service approval or transfer, the person with management or control of the approved provider, Amelia Honan PMC) must undertake professional development in the area of Quality Area 7 - Governance and Leadership   

 

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.  

 

The Department must be provided with proof of completion of the professional development within 7 days of completion.  

 "
PR-40032689,,"BILBY BABY PTY LTD","Bilby family day care","128 Fiddens Wharf Rd",KILLARA,NSW,2071,22/09/2023,
PR-40032710,,"KVECC Pty Ltd","Kids Village Early Childhood Centre","Unit 8 153 Smith Road",WOODRIDGE,QLD,4114,01/06/2023,
PR-40032712,,"Little Voices Childcare Pty Ltd","Little Voices Childcare Pty Ltd","22 Leemon St","CONDELL PARK",NSW,2200,02/06/2023,
PR-40032720,,"SHIKHA INVESTMENTS PTY LTD",,"3 Junction Rd","SURREY HILLS",VIC,3127,22/08/2023,
PR-40032731,,"AOS LEARNING CENTRE PTY LTD",,"136 Fernvale Rd",BRASSALL,QLD,4305,08/05/2023,
PR-40032735,,"SIX2SIXTY Pty Ltd",,"25 Marble Dr",CARRARA,QLD,4211,17/05/2023,
PR-40032737,,"Freckles Toowoomba Pty Ltd ATF Freckles Unit Trust","Freckles Kindy and Learning Centre","236 REUSHLE RD",GEHAM,QLD,4352,03/05/2023,
PR-40032739,,"Huiying Qu",,"2208E 888 collins st",DOCKLANDS,VIC,3008,17/07/2023,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Huiying Qu must undertake professional development on the Child Safe Standards. The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development. The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40032749,,"M.J.E.R PTY LTD","Kool Kidz Charlemont","50 Riverside Dr",TORQUAY,VIC,3228,03/10/2023,
PR-40032773,,"KEATS KIDS EARLY LEARNING CENTRE PTY LTD",,"5 Keats St",CARLINGFORD,NSW,2118,11/08/2023,
PR-40032777,,"Teagan Micallef",,"79 Queen St","REDLAND BAY",QLD,4165,03/05/2023,
PR-40032783,,"ELYON EDUCATION PTY LTD",,"8 Fletcher Ave",BLAKEHURST,NSW,2221,15/09/2023,
PR-40032790,,"Allosaurus Pty Ltd","Allosaurus Pty Ltd","C/O UTOPIA CA PTY LTD, Suite 13B, 431 Roberts Rd",SUBIACO,WA,6008,13/07/2023,
PR-40032793,,"Axios Management Pty Ltd","KU Children Services","31b Evans St","ORAN PARK",NSW,2570,26/07/2023,
PR-40032815,,"Jessie Ella Steminger","Squids Playgroup","5 Morris Ct",ANDERGROVE,QLD,4740,08/06/2023,
PR-40032821,,"ST. WANNAS EDUCATION PTY LTD","Lakeside Creative Minds Early Learning and preschool","56 Stantsmore ave",PRESTONS,NSW,2170,12/05/2023,
PR-40032825,,"Allyson Ann Sheppard",,Kuranda,KURANDA,QLD,4881,02/06/2023,
PR-40032829,,"AFLCS Pty Ltd","Adelaide Family Learning and Care Services","10 Druid Ave",STIRLING,SA,5152,17/05/2023,
PR-40032841,,"PILBARA KINDER HAUS PTY LTD","Karratha Kinder House","2 Withnell Way",BULGARRA,WA,6714,04/08/2023,
PR-40032842,,"GENIUS JUNIORS BY SA PTY LTD","GENIUS JUNIORS BY SA PTY LTD","2 Monet Ct","DONCASTER EAST",VIC,3109,19/11/2023,
PR-40032863,,"Discovery Cove ELC Pty Ltd","Discovery Cove ELC Pty Ltd","2 BARR WAY","SOUTH YUNDERUP",WA,6208,12/06/2023,
PR-40032876,,"Little Diggers Collinsville Inc.","Little Diggers Collinsville","PO Box 127",COLLINSVILLE,QLD,4804,15/06/2023,
PR-40032898,,"HP & PS PTY LTD","HP & PS PVT LTD","3 Dyinda Pl",MIRANDA,NSW,2228,14/09/2023,
PR-40032919,,"INSPIRA KIDS EARLY LEARNING CENTRE @ ARCHER STREET PTY LTD","Inspira Kids Early Learning Centre - Archer Street","44B Wallace Avenue",MURRUMBEENA,VIC,3163,06/03/2024,
PR-40032929,,"PARKLANDS CHRISTIAN COLLEGE LIMITED",,"11-31 Hillcrest Road","PARK RIDGE",QLD,4125,22/05/2023,
PR-40032930,,"CHAWLA GROUP AU PTY LTD","Kool Kidz Cranbourne North","PO BOX 342",BEACONSFIELD,VIC,3807,30/12/2023,
PR-40032939,,"Sparrow Nest Early Learning 101 Pty Ltd",,"Unit 2, 44 Borthwick Ave",MURARRIE,QLD,4172,05/07/2023,
PR-40032942,,"Janulla Brokaj",,"MEADOWBROOK CHILDCARE CENTRE, 16-18 YEATES CR",MEADOWBROOK,QLD,4131,26/06/2023,
PR-40032954,,"LAUGH AND GROW ACADEMY PTY LTD","Laugh and Grow Academy","242 NEW LINE RD",DURAL,NSW,2158,18/08/2023,
PR-40032955,,"BRIGHT CAMP PTY LTD","Cub Care Early Learning Centre","U 2-2, Chisholm Place",GLENORCHY,TAS,7010,25/09/2024,
PR-40032979,,"JENMAX KINDERHAUS PTY. LTD.","Songbird Early Learning Centre","23 Carters Lane",SEVILLE,VIC,3139,14/07/2023,
PR-40032988,,"Ahmad Shoayb Hosseini",,"31a Cintra St",DURACK,QLD,4077,11/07/2023,
PR-40032997,,"SE Hakim PTY LTD",,"21 ROBERT ST","SANS SOUCI",NSW,2219,30/06/2023,
PR-40032998,,"H & N EARLY LEARNING PTY LTD",,"7 Avalon Cl",WOODVALE,WA,6026,25/08/2023,
PR-40033018,,"A-SQUARED PARTNERS PTY LTD",,"232 Midson Road",BEECROFT,NSW,2119,26/10/2023,
PR-40033025,,"NEW BEGINNINGS EDUCATION PTY LTD",,"U 11  14 Charles St","CAIRNS NORTH",QLD,4870,22/06/2023,
PR-40033049,,"The Trustee for Argyle Road Child Care Centre Unit Trust","Argyle Road Child Care Centre Kew","U 7  4-14 Walpole St",KEW,VIC,3101,12/09/2023,
PR-40033056,,"Damyoon Kim",,"20 Popov Ave",NEWINGTON,NSW,2127,23/08/2023,
PR-40033061,,"26th Edge Pty Ltd ATF 26th Edge Unit Trust","26th Edge Pty Ltd ATF 26th Edge Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,18/05/2023,
PR-40033064,,"14TH EDGE PTY LTD","14th Edge Pty Ltd ATF 14th Edge Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,18/05/2023,
PR-40033072,,"BYRIVER PTY LTD","TOORAK MANOR","10 WOODVIEW PLACE",KNOXFIELD,VIC,3180,13/07/2024,
PR-40033073,,"7TH EDGE PTY LTD","7th Edge Pty Ltd ATF 7th Edge Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,18/05/2023,
PR-40033074,,"Sultan Gozubuyuk",,"18 Mullumbimby Ave","HOXTON PARK",NSW,2171,30/01/2024,
PR-40033079,,"Grow Early Education Frankston Pty Ltd ATF Grow Early Education Frankston Unit Trust","Grow Early Education Frankston Pty Ltd ATF Grow Early Education Frankston Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,26/04/2023,
PR-40033087,,"ENLIGHT FAMILY DAY CARE SERVICES PTY LTD","ENLIGHT FAMILY DAY CARE SERVICES PTY LTD","241, Woodstock Ave",DHARRUK,NSW,2770,30/11/2023,
PR-40033096,,"Aus Childcare Services PTY LTD","Aus Childcare Services PTY LTD","25 Bluebell Crescent",GOWANBRAE,VIC,3043,21/08/2023,
PR-40033109,,"PROLIFIC HOLDINGS PTY LTD",,"6 Rigney Pl","HARRINGTON PARK",NSW,2567,20/09/2023,
PR-40033110,,"AJS.VALENCIA PTY LTD",N/A,"U 51  127 Highbury Rd",BURWOOD,VIC,3125,30/10/2023,
PR-40033111,,"JML TRADING WERRIBEE PTY LTD","Explorers Early Learning - Werribee","163-171 Clarendon St",SOUTHBANK,VIC,3006,24/04/2023,
PR-40033117,,"DIVERSITY FAMILY DAY CARE PTY LTD","DIVERSITY FAMILY DAY CARE PTY LTD","3 Newmen Cl","WETHERILL PARK",NSW,2164,31/07/2023,
PR-40033122,,"JAYS KIDS PTY LTD","Billy Blue - Torrens","123 Broadarrow Rd",NARWEE,NSW,2209,05/09/2023,
PR-40033141,,"22nd Edge Pty Ltd ATF 22nd Edge Unit Trust","22nd Edge Pty Ltd ATF 22nd Edge Unit Trust","PO BOX 952","SOUTHPORT BC",QLD,4215,18/05/2023,
PR-40033155,,"SOUL KIDS EDUCATION & CARE PTY LTD","Soul Kids Education & Care","1/8 Dray Place",PALMWOODS,QLD,4555,08/06/2023,
PR-40033159,,"ARCHANGEL MICHAEL CHILDREN SERVICES PTY LTD",,"53-59 Methven Street","MOUNT DRUITT",NSW,2770,26/06/2023,
